measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,1,Global,3,Both,30,80-84 years,426,"Tracheal, bronchus, and lung cancer",3,Rate,2019,264.9008196734089,285.872099379645,235.89215008230167
1,Deaths,1,Global,3,Both,31,85-89 years,426,"Tracheal, bronchus, and lung cancer",3,Rate,2019,302.47633777017637,328.60402186652664,257.5478548241674
1,Deaths,1,Global,3,Both,32,90-94 years,426,"Tracheal, bronchus, and lung cancer",3,Rate,2019,274.7260204568325,306.46669785990287,220.77957375126576
1,Deaths,1,Global,3,Both,235,95+ years,426,"Tracheal, bronchus, and lung cancer",3,Rate,2019,304.5211015570308,348.3963392615388,227.36105172617553
1,Deaths,1,Global,3,Both,5,1-4 years,587,Diabetes mellitus,3,Rate,2019,0.22807257254553964,0.31021150567077876,0.16723238295343495
1,Deaths,1,Global,3,Both,6,5-9 years,587,Diabetes mellitus,3,Rate,2019,0.19464725371427835,0.23920706465625577,0.15653287104694016
1,Deaths,1,Global,3,Both,7,10-14 years,587,Diabetes mellitus,3,Rate,2019,0.21942443542320006,0.2655185441421843,0.1775999862420785
1,Deaths,1,Global,3,Both,8,15-19 years,587,Diabetes mellitus,3,Rate,2019,0.5347973080647483,0.6053973243464973,0.4744942112349642
1,Deaths,1,Global,3,Both,9,20-24 years,587,Diabetes mellitus,3,Rate,2019,0.8147451840899547,0.9044624674892092,0.7384808657727698
1,Deaths,1,Global,3,Both,10,25-29 years,587,Diabetes mellitus,3,Rate,2019,1.0907816437819609,1.1982382982359154,0.9982352462386671
1,Deaths,1,Global,3,Both,11,30-34 years,587,Diabetes mellitus,3,Rate,2019,1.7477044059201927,1.9023281912694978,1.6121075763379786
1,Deaths,1,Global,3,Both,12,35-39 years,587,Diabetes mellitus,3,Rate,2019,2.944007159417195,3.2033324049982124,2.713346951196903
1,Deaths,1,Global,3,Both,13,40-44 years,587,Diabetes mellitus,3,Rate,2019,5.987328998347111,6.477556242578215,5.531452792993331
1,Deaths,1,Global,3,Both,14,45-49 years,587,Diabetes mellitus,3,Rate,2019,10.540458819266936,11.425943827725906,9.685151645690565
1,Deaths,1,Global,3,Both,15,50-54 years,587,Diabetes mellitus,3,Rate,2019,19.74627754826279,21.21538039034586,18.39578830700117
1,Deaths,1,Global,3,Both,16,55-59 years,587,Diabetes mellitus,3,Rate,2019,33.14023409355866,35.4417262987001,30.898689666105902
1,Deaths,1,Global,3,Both,17,60-64 years,587,Diabetes mellitus,3,Rate,2019,54.742544905952315,58.76391597454894,51.14318156332333
1,Deaths,1,Global,3,Both,18,65-69 years,587,Diabetes mellitus,3,Rate,2019,77.78831922179347,82.73585747688367,73.26012067940913
1,Deaths,1,Global,3,Both,19,70-74 years,587,Diabetes mellitus,3,Rate,2019,111.78005395910753,119.0374001953521,105.19099105837392
1,Deaths,1,Global,3,Both,20,75-79 years,587,Diabetes mellitus,3,Rate,2019,166.2008741562924,177.16906510196694,154.2942823303606
1,Deaths,1,Global,3,Both,28,<1 year,587,Diabetes mellitus,3,Rate,2019,1.1330435131579695,1.471109486844275,0.8641421080737808
1,Deaths,1,Global,3,Both,30,80-84 years,587,Diabetes mellitus,3,Rate,2019,232.49557731135798,249.40241937021162,208.1770887992666
1,Deaths,1,Global,3,Both,31,85-89 years,587,Diabetes mellitus,3,Rate,2019,308.0548045068588,333.9935450375735,261.9282147959427
1,Deaths,1,Global,3,Both,32,90-94 years,587,Diabetes mellitus,3,Rate,2019,400.5361343977141,443.00466998673556,325.2353585042122
1,Deaths,1,Global,3,Both,235,95+ years,587,Diabetes mellitus,3,Rate,2019,535.5692942653147,602.6407981829359,406.0789561787085
1,Deaths,1,Global,3,Both,5,1-4 years,294,All causes,3,Rate,2019,242.79881392047326,289.89052526014285,203.93405190037186
1,Deaths,1,Global,3,Both,6,5-9 years,294,All causes,3,Rate,2019,57.69635397580357,64.21549758338665,52.224440243164786
1,Deaths,1,Global,3,Both,7,10-14 years,294,All causes,3,Rate,2019,46.60202910573208,50.56699132617677,43.01479447948859
1,Deaths,1,Global,3,Both,8,15-19 years,294,All causes,3,Rate,2019,80.59272980892578,86.58304352827629,75.03421277047171
1,Deaths,1,Global,3,Both,9,20-24 years,294,All causes,3,Rate,2019,115.37410681149137,122.9059614626432,107.41372099669219
1,Deaths,1,Global,3,Both,10,25-29 years,294,All causes,3,Rate,2019,130.48509611026628,139.5254245791239,121.90363230136859
1,Deaths,1,Global,3,Both,11,30-34 years,294,All causes,3,Rate,2019,162.07798510875395,172.39891481476596,152.22765362571988
1,Deaths,1,Global,3,Both,12,35-39 years,294,All causes,3,Rate,2019,216.46894271419478,230.81275207097124,202.94792785580327
1,Deaths,1,Global,3,Both,13,40-44 years,294,All causes,3,Rate,2019,291.8366341665578,310.203362343388,273.5392227370168
1,Deaths,1,Global,3,Both,14,45-49 years,294,All causes,3,Rate,2019,393.1796357673506,417.9616527634848,367.9980486329033
1,Deaths,1,Global,3,Both,15,50-54 years,294,All causes,3,Rate,2019,584.0640126154597,621.3083614829854,545.0475110573328
1,Deaths,1,Global,3,Both,16,55-59 years,294,All causes,3,Rate,2019,871.3203843592948,923.4490338660091,816.4957541664897
1,Deaths,1,Global,3,Both,17,60-64 years,294,All causes,3,Rate,2019,1321.5487129146381,1394.339978611466,1244.209229410512
1,Deaths,1,Global,3,Both,18,65-69 years,294,All causes,3,Rate,2019,1954.2002599849707,2048.593841244397,1846.1092895088123
1,Deaths,1,Global,3,Both,19,70-74 years,294,All causes,3,Rate,2019,3061.5556724194053,3204.086268837347,2910.254246965705
1,Deaths,1,Global,3,Both,20,75-79 years,294,All causes,3,Rate,2019,4782.573307812306,4978.852016395364,4573.329855024183
1,Deaths,1,Global,3,Both,28,<1 year,294,All causes,3,Rate,2019,2844.7472588286537,3393.6762614756867,2409.438154236484
1,Deaths,1,Global,3,Both,30,80-84 years,294,All causes,3,Rate,2019,7980.907841556032,8244.926767958888,7683.727171068079
1,Deaths,1,Global,3,Both,31,85-89 years,294,All causes,3,Rate,2019,12461.741265379058,12795.741265720742,12097.98888829474
1,Deaths,1,Global,3,Both,32,90-94 years,294,All causes,3,Rate,2019,18291.93070657584,18670.378293520844,17902.792726358417
1,Deaths,1,Global,3,Both,235,95+ years,294,All causes,3,Rate,2019,28573.501195591594,28952.599488844222,28198.95136738243
1,Deaths,1,Global,3,Both,5,1-4 years,302,Diarrheal diseases,3,Rate,2019,40.11945745063602,53.26262407331527,29.97172170526422
1,Deaths,1,Global,3,Both,6,5-9 years,302,Diarrheal diseases,3,Rate,2019,5.449579373205266,8.692438819720751,3.308667144455275
1,Deaths,1,Global,3,Both,7,10-14 years,302,Diarrheal diseases,3,Rate,2019,2.6275506984171257,4.323051603450006,1.5623169844376952
1,Deaths,1,Global,3,Both,8,15-19 years,302,Diarrheal diseases,3,Rate,2019,2.7088576834484313,4.647948172530733,1.5898337678980303
1,Deaths,1,Global,3,Both,9,20-24 years,302,Diarrheal diseases,3,Rate,2019,3.0361954941492337,5.1220968018350606,1.8121550004215718
1,Deaths,1,Global,3,Both,10,25-29 years,302,Diarrheal diseases,3,Rate,2019,2.7807631488427083,4.829347682602966,1.6183533592701498
1,Deaths,1,Global,3,Both,11,30-34 years,302,Diarrheal diseases,3,Rate,2019,2.9261122966553335,4.963215108263058,1.7244980295942578
1,Deaths,1,Global,3,Both,12,35-39 years,302,Diarrheal diseases,3,Rate,2019,3.619922677936829,6.135860887457907,2.191782428631137
1,Deaths,1,Global,3,Both,13,40-44 years,302,Diarrheal diseases,3,Rate,2019,4.309737513595069,7.453034432303627,2.63470540463102
1,Deaths,1,Global,3,Both,14,45-49 years,302,Diarrheal diseases,3,Rate,2019,5.402056842735698,9.53581086145495,3.241453745349447
1,Deaths,1,Global,3,Both,15,50-54 years,302,Diarrheal diseases,3,Rate,2019,7.858363290315446,13.953599897823446,4.610878616210255
1,Deaths,1,Global,3,Both,16,55-59 years,302,Diarrheal diseases,3,Rate,2019,11.784218184360016,20.414252379954483,6.968261647543556
1,Deaths,1,Global,3,Both,17,60-64 years,302,Diarrheal diseases,3,Rate,2019,21.225801056975634,35.602986009326784,12.12459896528969
1,Deaths,1,Global,3,Both,18,65-69 years,302,Diarrheal diseases,3,Rate,2019,34.423698135884415,60.22675854361043,20.183063745792076
1,Deaths,1,Global,3,Both,19,70-74 years,302,Diarrheal diseases,3,Rate,2019,64.17235517472368,107.97974216706866,36.57548490404418
1,Deaths,1,Global,3,Both,20,75-79 years,302,Diarrheal diseases,3,Rate,2019,107.26496546323864,179.88814458451313,62.13448469886162
1,Deaths,1,Global,3,Both,28,<1 year,302,Diarrheal diseases,3,Rate,2019,217.96854414164838,278.2093264852365,172.65097503611094
1,Deaths,1,Global,3,Both,30,80-84 years,302,Diarrheal diseases,3,Rate,2019,192.21674343428683,323.38457308150333,109.6900618594413
1,Deaths,1,Global,3,Both,31,85-89 years,302,Diarrheal diseases,3,Rate,2019,256.4867905301368,415.3094578061625,150.98826042587234
1,Deaths,1,Global,3,Both,32,90-94 years,302,Diarrheal diseases,3,Rate,2019,350.23743220281057,563.8728964318669,212.5794370113648
1,Deaths,1,Global,3,Both,235,95+ years,302,Diarrheal diseases,3,Rate,2019,476.710889961461,714.5047144039826,307.71234501343326
1,Deaths,1,Global,3,Both,5,1-4 years,322,Lower respiratory infections,3,Rate,2019,31.72458458244627,39.5851705675413,25.08458439849027
1,Deaths,1,Global,3,Both,6,5-9 years,322,Lower respiratory infections,3,Rate,2019,4.206542411017248,4.989801787116617,3.5262420542872297
1,Deaths,1,Global,3,Both,7,10-14 years,322,Lower respiratory infections,3,Rate,2019,2.311874517146965,2.6867547375687346,1.9911872836516218
1,Deaths,1,Global,3,Both,8,15-19 years,322,Lower respiratory infections,3,Rate,2019,2.185100456252721,2.517250292144228,1.933004902170522
1,Deaths,1,Global,3,Both,9,20-24 years,322,Lower respiratory infections,3,Rate,2019,2.615062506447063,2.959064853858105,2.3289577462233737
1,Deaths,1,Global,3,Both,10,25-29 years,322,Lower respiratory infections,3,Rate,2019,3.0523925831523506,3.438146688780085,2.7369467535877474
1,Deaths,1,Global,3,Both,11,30-34 years,322,Lower respiratory infections,3,Rate,2019,3.6438939926239655,4.080559232938508,3.296192757527392
1,Deaths,1,Global,3,Both,12,35-39 years,322,Lower respiratory infections,3,Rate,2019,5.008003811832249,5.551572213399549,4.549827349727781
1,Deaths,1,Global,3,Both,13,40-44 years,322,Lower respiratory infections,3,Rate,2019,6.6066320408595125,7.377914738037143,6.014961601982433
1,Deaths,1,Global,3,Both,14,45-49 years,322,Lower respiratory infections,3,Rate,2019,8.57627183679493,9.483302923822347,7.811743296157695
1,Deaths,1,Global,3,Both,15,50-54 years,322,Lower respiratory infections,3,Rate,2019,12.82968340591977,14.133790619726472,11.691645905959465
1,Deaths,1,Global,3,Both,16,55-59 years,322,Lower respiratory infections,3,Rate,2019,20.134617109820063,21.99546405155627,18.39881261017487
1,Deaths,1,Global,3,Both,17,60-64 years,322,Lower respiratory infections,3,Rate,2019,34.91943795069766,37.77241449305878,31.830766732905527
1,Deaths,1,Global,3,Both,18,65-69 years,322,Lower respiratory infections,3,Rate,2019,54.79019911715612,59.22773662970187,50.04177009068552
1,Deaths,1,Global,3,Both,19,70-74 years,322,Lower respiratory infections,3,Rate,2019,98.80104836426914,106.17873081880339,90.66500883309907
1,Deaths,1,Global,3,Both,20,75-79 years,322,Lower respiratory infections,3,Rate,2019,175.216497515531,188.2967327865397,161.0948478684294
1,Deaths,1,Global,3,Both,28,<1 year,322,Lower respiratory infections,3,Rate,2019,381.4930996748662,464.503248798156,312.4845632259715
1,Deaths,1,Global,3,Both,30,80-84 years,322,Lower respiratory infections,3,Rate,2019,330.58070089785065,356.81113394494383,289.793572523108
1,Deaths,1,Global,3,Both,31,85-89 years,322,Lower respiratory infections,3,Rate,2019,603.9723516117135,654.4294388321675,509.31861575375916
1,Deaths,1,Global,3,Both,32,90-94 years,322,Lower respiratory infections,3,Rate,2019,1071.7052821982102,1193.8307421516329,844.6951400113696
1,Deaths,1,Global,3,Both,235,95+ years,322,Lower respiratory infections,3,Rate,2019,2043.4395453226016,2314.754043816301,1527.9098967587938
1,Deaths,1,Global,3,Both,5,1-4 years,328,Upper respiratory infections,3,Rate,2019,0.4279684832791858,1.1256515104240143,0.07573744377941057
1,Deaths,1,Global,3,Both,6,5-9 years,328,Upper respiratory infections,3,Rate,2019,0.04286295303400294,0.08246822569861319,0.01307553707475574
1,Deaths,1,Global,3,Both,7,10-14 years,328,Upper respiratory infections,3,Rate,2019,0.02552604023504399,0.04601789649511021,0.00775118058125375
1,Deaths,1,Global,3,Both,8,15-19 years,328,Upper respiratory infections,3,Rate,2019,0.01431374775442237,0.026186090484185885,0.005602199041697587
1,Deaths,1,Global,3,Both,9,20-24 years,328,Upper respiratory infections,3,Rate,2019,0.012096413444942637,0.019873220683690566,0.005783779106601689
1,Deaths,1,Global,3,Both,10,25-29 years,328,Upper respiratory infections,3,Rate,2019,0.015551178017433767,0.02230567214236268,0.008577493218686205
1,Deaths,1,Global,3,Both,11,30-34 years,328,Upper respiratory infections,3,Rate,2019,0.018615291720133983,0.025779119038586776,0.010899102632889263
1,Deaths,1,Global,3,Both,12,35-39 years,328,Upper respiratory infections,3,Rate,2019,0.03162546775909866,0.044085399493953105,0.016224727531828985
1,Deaths,1,Global,3,Both,13,40-44 years,328,Upper respiratory infections,3,Rate,2019,0.03158655223832969,0.04178365309808509,0.018164762290741838
1,Deaths,1,Global,3,Both,14,45-49 years,328,Upper respiratory infections,3,Rate,2019,0.04164602368066535,0.05643282986620429,0.023688951680001635
1,Deaths,1,Global,3,Both,15,50-54 years,328,Upper respiratory infections,3,Rate,2019,0.04852494251969482,0.06523126826891239,0.029552799961175852
1,Deaths,1,Global,3,Both,16,55-59 years,328,Upper respiratory infections,3,Rate,2019,0.062364886515230804,0.08778665245849819,0.03926359231982424
1,Deaths,1,Global,3,Both,17,60-64 years,328,Upper respiratory infections,3,Rate,2019,0.09235249375737418,0.1363103669309602,0.05711396086163215
1,Deaths,1,Global,3,Both,18,65-69 years,328,Upper respiratory infections,3,Rate,2019,0.12804766691482045,0.2245281119142685,0.08168189718134843
1,Deaths,1,Global,3,Both,19,70-74 years,328,Upper respiratory infections,3,Rate,2019,0.2247878717955225,0.39371024260000637,0.153651319180144
1,Deaths,1,Global,3,Both,20,75-79 years,328,Upper respiratory infections,3,Rate,2019,0.39005125494098797,0.779702696986511,0.2604583838394057
1,Deaths,1,Global,3,Both,28,<1 year,328,Upper respiratory infections,3,Rate,2019,1.3178503754165156,2.7733695749796627,0.42967810279263446
1,Deaths,1,Global,3,Both,30,80-84 years,328,Upper respiratory infections,3,Rate,2019,0.9101340130412127,2.106543931635822,0.5783830734852263
1,Deaths,1,Global,3,Both,31,85-89 years,328,Upper respiratory infections,3,Rate,2019,1.7361187530578304,4.394521365851858,0.9919176263626881
1,Deaths,1,Global,3,Both,32,90-94 years,328,Upper respiratory infections,3,Rate,2019,2.4658438213305915,6.056483862478125,1.4107001796721799
1,Deaths,1,Global,3,Both,235,95+ years,328,Upper respiratory infections,3,Rate,2019,4.157536555321097,9.0167181845531,2.5124572007963275
1,Deaths,1,Global,3,Both,5,1-4 years,329,Otitis media,3,Rate,2019,0.004598259664483738,0.010446930974097017,0.001626834684956972
1,Deaths,1,Global,3,Both,6,5-9 years,329,Otitis media,3,Rate,2019,0.003411707303544139,0.007492744372211662,0.0015176589308315877
1,Deaths,1,Global,3,Both,7,10-14 years,329,Otitis media,3,Rate,2019,0.0027447936752202774,0.005924532799166536,0.0014503505121079602
1,Deaths,1,Global,3,Both,8,15-19 years,329,Otitis media,3,Rate,2019,0.0019142093167384857,0.0037810170990643537,0.0011265737276252607
1,Deaths,1,Global,3,Both,9,20-24 years,329,Otitis media,3,Rate,2019,0.001417772898188926,0.0030528026458253262,0.0008682701039218601
1,Deaths,1,Global,3,Both,10,25-29 years,329,Otitis media,3,Rate,2019,0.001340376659932297,0.0022968892421201016,0.0009414491389815574
1,Deaths,1,Global,3,Both,11,30-34 years,329,Otitis media,3,Rate,2019,0.0011561790260848353,0.001844716978295297,0.0008247014277536836
1,Deaths,1,Global,3,Both,12,35-39 years,329,Otitis media,3,Rate,2019,0.0018032071871421367,0.0029048869140816387,0.0012844834944941038
1,Deaths,1,Global,3,Both,13,40-44 years,329,Otitis media,3,Rate,2019,0.002652432037106548,0.004330526661805387,0.0019495511181142056
1,Deaths,1,Global,3,Both,14,45-49 years,329,Otitis media,3,Rate,2019,0.005891735248891078,0.009314105601827622,0.003917100122081209
1,Deaths,1,Global,3,Both,15,50-54 years,329,Otitis media,3,Rate,2019,0.009962990949268655,0.017276373873871934,0.00612378932253382
1,Deaths,1,Global,3,Both,16,55-59 years,329,Otitis media,3,Rate,2019,0.007811599485686881,0.011654825677010967,0.005931325000708209
1,Deaths,1,Global,3,Both,17,60-64 years,329,Otitis media,3,Rate,2019,0.010857943617208593,0.01814941155543926,0.00796767113963791
1,Deaths,1,Global,3,Both,18,65-69 years,329,Otitis media,3,Rate,2019,0.014624958265986478,0.022523446821595145,0.010802826640864906
1,Deaths,1,Global,3,Both,19,70-74 years,329,Otitis media,3,Rate,2019,0.017111991084593502,0.0247099083897312,0.013220956937742138
1,Deaths,1,Global,3,Both,20,75-79 years,329,Otitis media,3,Rate,2019,0.02082343264463017,0.030161832578066063,0.016605224596458964
1,Deaths,1,Global,3,Both,28,<1 year,329,Otitis media,3,Rate,2019,0.19429048643878288,0.6575808224127456,0.03643878532239229
1,Deaths,1,Global,3,Both,30,80-84 years,329,Otitis media,3,Rate,2019,0.03095275362023814,0.04397377408835283,0.024313340876338622
1,Deaths,1,Global,3,Both,31,85-89 years,329,Otitis media,3,Rate,2019,0.04312705585413454,0.0592829790727493,0.03419153674778569
1,Deaths,1,Global,3,Both,32,90-94 years,329,Otitis media,3,Rate,2019,0.04959183769227537,0.06243093922373405,0.03841307594505986
1,Deaths,1,Global,3,Both,235,95+ years,329,Otitis media,3,Rate,2019,0.09251158053813806,0.11699043204770797,0.06747145898646524
1,Deaths,1,Global,3,Both,5,1-4 years,332,Meningitis,3,Rate,2019,9.182156837604731,11.903496269962362,6.942911492599737
1,Deaths,1,Global,3,Both,6,5-9 years,332,Meningitis,3,Rate,2019,2.0354614990950597,2.4323640252833094,1.6645573830647489
1,Deaths,1,Global,3,Both,7,10-14 years,332,Meningitis,3,Rate,2019,1.4351878282581965,1.6851837538671164,1.2062819954859125
1,Deaths,1,Global,3,Both,8,15-19 years,332,Meningitis,3,Rate,2019,1.3926773614471097,1.6011189036381281,1.2025448228367797
1,Deaths,1,Global,3,Both,9,20-24 years,332,Meningitis,3,Rate,2019,1.2653817836686394,1.4281103914450584,1.1142564914021884
1,Deaths,1,Global,3,Both,10,25-29 years,332,Meningitis,3,Rate,2019,1.0629366634387412,1.2023184749040807,0.9362356485630755
1,Deaths,1,Global,3,Both,11,30-34 years,332,Meningitis,3,Rate,2019,1.0999253592200078,1.2371012150018472,0.9752552283382522
1,Deaths,1,Global,3,Both,12,35-39 years,332,Meningitis,3,Rate,2019,1.2735571106769294,1.4355044442395002,1.1266889520012984
1,Deaths,1,Global,3,Both,13,40-44 years,332,Meningitis,3,Rate,2019,1.308133021510439,1.4820240409649383,1.1515878542360407
1,Deaths,1,Global,3,Both,14,45-49 years,332,Meningitis,3,Rate,2019,1.5352440883341931,1.7353810951456048,1.363223675405667
1,Deaths,1,Global,3,Both,15,50-54 years,332,Meningitis,3,Rate,2019,1.6643779322907046,1.8588097433124946,1.4836809757427831
1,Deaths,1,Global,3,Both,16,55-59 years,332,Meningitis,3,Rate,2019,1.958797304576639,2.176216459336552,1.7600906728861374
1,Deaths,1,Global,3,Both,17,60-64 years,332,Meningitis,3,Rate,2019,2.3245873275345272,2.5871509945998503,2.1000967180569283
1,Deaths,1,Global,3,Both,18,65-69 years,332,Meningitis,3,Rate,2019,2.644483810884009,2.926974431761135,2.397771722598129
1,Deaths,1,Global,3,Both,19,70-74 years,332,Meningitis,3,Rate,2019,3.7761277905333364,4.156192920000721,3.4241769426061803
1,Deaths,1,Global,3,Both,20,75-79 years,332,Meningitis,3,Rate,2019,4.6121783527632445,5.041988541119399,4.222389494938415
1,Deaths,1,Global,3,Both,28,<1 year,332,Meningitis,3,Rate,2019,48.08166045707267,62.11048119472721,37.51224795324887
1,Deaths,1,Global,3,Both,30,80-84 years,332,Meningitis,3,Rate,2019,5.959086568773302,6.588432457877087,5.305171660184935
1,Deaths,1,Global,3,Both,31,85-89 years,332,Meningitis,3,Rate,2019,7.716508105682929,8.562459017444768,6.531254452146514
1,Deaths,1,Global,3,Both,32,90-94 years,332,Meningitis,3,Rate,2019,6.797145583534564,7.6473114864074185,5.500233007706849
1,Deaths,1,Global,3,Both,235,95+ years,332,Meningitis,3,Rate,2019,10.078664018459428,11.667629201102798,7.7029970745527025
1,Deaths,1,Global,3,Both,5,1-4 years,337,Encephalitis,3,Rate,2019,1.601609127495137,2.146196367579419,1.2242113939983295
1,Deaths,1,Global,3,Both,6,5-9 years,337,Encephalitis,3,Rate,2019,0.9315909552859005,1.337333760316946,0.7043420595165157
1,Deaths,1,Global,3,Both,7,10-14 years,337,Encephalitis,3,Rate,2019,0.6497110158760527,0.9506047140011069,0.49905760594406184
1,Deaths,1,Global,3,Both,8,15-19 years,337,Encephalitis,3,Rate,2019,0.5001270871618769,0.7316198866148738,0.4055888813890803
1,Deaths,1,Global,3,Both,9,20-24 years,337,Encephalitis,3,Rate,2019,0.52278385997653,0.8071038092008745,0.4228508194918033
1,Deaths,1,Global,3,Both,10,25-29 years,337,Encephalitis,3,Rate,2019,0.4426087534939765,0.6585142764301323,0.362604849784888
1,Deaths,1,Global,3,Both,11,30-34 years,337,Encephalitis,3,Rate,2019,0.49930618044685937,0.7356674949163329,0.41641557016708247
1,Deaths,1,Global,3,Both,12,35-39 years,337,Encephalitis,3,Rate,2019,0.544030346214718,0.8108359088319909,0.4484475271389325
1,Deaths,1,Global,3,Both,13,40-44 years,337,Encephalitis,3,Rate,2019,0.6134108976615029,0.9010185545346182,0.5080175295651089
1,Deaths,1,Global,3,Both,14,45-49 years,337,Encephalitis,3,Rate,2019,0.6163798470613421,0.9581065082401978,0.5030935489027111
1,Deaths,1,Global,3,Both,15,50-54 years,337,Encephalitis,3,Rate,2019,0.712148223970342,1.1350441598452354,0.5707333581343493
1,Deaths,1,Global,3,Both,16,55-59 years,337,Encephalitis,3,Rate,2019,1.0157527208572872,1.5748010400629537,0.8164355228854575
1,Deaths,1,Global,3,Both,17,60-64 years,337,Encephalitis,3,Rate,2019,1.566960051069896,2.425510147487236,1.2718687344979376
1,Deaths,1,Global,3,Both,18,65-69 years,337,Encephalitis,3,Rate,2019,2.179428828717335,3.2919957375212405,1.7706586813083867
1,Deaths,1,Global,3,Both,19,70-74 years,337,Encephalitis,3,Rate,2019,3.4865197119650118,5.083725093790769,2.835752686009847
1,Deaths,1,Global,3,Both,20,75-79 years,337,Encephalitis,3,Rate,2019,5.3112844173228515,7.2397154706244535,4.355013802384485
1,Deaths,1,Global,3,Both,28,<1 year,337,Encephalitis,3,Rate,2019,6.327478325278841,8.44660802104857,4.88773658588176
1,Deaths,1,Global,3,Both,30,80-84 years,337,Encephalitis,3,Rate,2019,7.4657306720524845,9.544533774267542,6.134485231924263
1,Deaths,1,Global,3,Both,31,85-89 years,337,Encephalitis,3,Rate,2019,7.849789184520393,9.601781198403383,6.206189805375918
1,Deaths,1,Global,3,Both,32,90-94 years,337,Encephalitis,3,Rate,2019,7.118878377879895,8.854035130783828,5.629857162933906
1,Deaths,1,Global,3,Both,235,95+ years,337,Encephalitis,3,Rate,2019,7.581580353590965,9.056923709013391,5.803371458431821
1,Deaths,1,Global,3,Both,8,15-19 years,493,Ischemic heart disease,3,Rate,2019,1.444395020733277,1.656568701418583,1.265733636141705
1,Deaths,1,Global,3,Both,9,20-24 years,493,Ischemic heart disease,3,Rate,2019,3.104235520616928,3.5067380742305074,2.7915312405657344
1,Deaths,1,Global,3,Both,10,25-29 years,493,Ischemic heart disease,3,Rate,2019,4.858146294123463,5.428094465506742,4.403751692094934
1,Deaths,1,Global,3,Both,11,30-34 years,493,Ischemic heart disease,3,Rate,2019,9.904265468946326,10.963172492343649,9.061823845453748
1,Deaths,1,Global,3,Both,12,35-39 years,493,Ischemic heart disease,3,Rate,2019,17.67662518441408,19.30992576609019,16.26854630804314
1,Deaths,1,Global,3,Both,13,40-44 years,493,Ischemic heart disease,3,Rate,2019,31.843366303494317,34.53970939177011,29.215768443877113
1,Deaths,1,Global,3,Both,14,45-49 years,493,Ischemic heart disease,3,Rate,2019,53.898122475704966,58.53386124184712,49.39345412519557
1,Deaths,1,Global,3,Both,15,50-54 years,493,Ischemic heart disease,3,Rate,2019,90.77653460537684,98.25577611304598,83.49453893139264
1,Deaths,1,Global,3,Both,16,55-59 years,493,Ischemic heart disease,3,Rate,2019,148.973388942183,160.60337946901217,137.55545629700867
